Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
reciclabilidad	4	5.48	reciclabilidad	Nom
palabra griego	4	5.48	palabra griega	Nom Adjectif
dato similar	4	5.48	datos similares	Nom Adjectif
homosexualidad masculino	4	5.48	homosexualidad masculina	Nom Adjectif
clase de bien	4	5.48	clase de bienes___clases de bienes	Nom Préposition Nom
virus responsable	4	5.48	virus responsable	Nom Adjectif
convergencia rápido	4	5.48	convergencia rápida	Nom Adjectif
classes	4	5.48	classes	Nom
número de versión	4	5.48	número de versión___número de versiones	Nom Préposition Nom
cadena continuo	4	5.48	cadena continua	Nom Adjectif
range	4	5.48	range	Nom
análisis de carácter	4	5.48	análisis de carácter___análisis de caracteres	Nom Préposition Nom
cantidad de unidad	4	5.48	cantidad de unidades	Nom Préposition Nom
característica normal	4	5.48	característica normal	Nom Adjectif
mujer portador	4	5.48	mujer portadora___mujeres portadoras	Nom Adjectif
diabetes de tipo	4	5.48	diabetes de tipo	Nom Préposition Nom
medida de estímulo tecnológico	4	5.48	medidas de estímulo tecnológico	Nom Préposition Nom Adjectif
pirámide social	4	5.48	pirámide social	Nom Adjectif
tipo de plataforma	4	5.48	tipo de plataforma___tipo de plataformas	Nom Préposition Nom
lisa	4	5.48	lisa	Nom
edición del libro	4	5.48	edición del libro	Nom Préposition Nom
aceite de motor	4	5.48	aceites de motor	Nom Préposition Nom
mutación estructural	4	5.48	mutación estructural	Nom Adjectif
orden temporal	4	5.48	orden temporal	Nom Adjectif
mensajerías	4	5.48	mensajerías	Nom
diferencia racial	4	5.48	diferencia racial___diferencias raciales	Nom Adjectif
fuerza hostil	4	5.48	fuerzas hostiles	Nom Adjectif
inflamabilidad	4	5.48	inflamabilidad	Nom
desarrollo del concepto	4	5.48	desarrollo del concepto	Nom Préposition Nom
uso de información genético	4	5.48	uso de información genética	Nom Préposition Nom Adjectif
desarrollo temprano	4	5.48	desarrollo temprano	Nom Adjectif
grupo de familia	4	5.48	grupo de familias	Nom Préposition Nom
función del rendimiento	4	5.48	función del rendimiento	Nom Préposition Nom
compresión de dato	4	5.48	compresión de datos	Nom Préposition Nom
tabiques	4	5.48	tabiques	Nom
ambiente interno	4	5.48	ambiente interno	Nom Adjectif
cláusula opcional	4	5.48	cláusula opcional	Nom Adjectif
control positivo	4	5.48	control positivo	Nom Adjectif
agenda local	4	5.48	agenda local	Nom Adjectif
variedad de proteína	4	5.48	variedad de proteínas___variedades de proteínas	Nom Préposition Nom
cirugía radical	4	5.48	cirugía radical	Nom Adjectif
orden secuencial	4	5.48	orden secuencial	Nom Adjectif
conveniencia social	4	5.48	conveniencia social___conveniencia sociales	Nom Adjectif
directorio concreto	4	5.48	directorios concretos	Nom Adjectif
distribución indicativo	4	5.48	distribución indicativa	Nom Adjectif
problems	4	5.48	problems	Nom
tamaño similar	4	5.48	tamaño similar___tamaño similares	Nom Adjectif
tubo digestivo	4	5.48	tubo digestivo	Nom Adjectif
cultivo continuo	4	5.48	cultivo continuo___cultivos continuos	Nom Adjectif
alteración del sueño	4	5.48	alteración del sueño___alteraciones del sueño	Nom Préposition Nom
grupo indígena	4	5.48	grupo indígena___grupos indígenas	Nom Adjectif
ciencia básico	4	5.48	ciencia básica	Nom Adjectif
interacción directo	4	5.48	interacción directa	Nom Adjectif
estructura en cuestión	4	5.48	estructura en cuestión___estructuras en cuestión	Nom Préposition Nom
silenciosas	4	5.48	silenciosas	Nom
animal de enfermedad	4	5.48	animales de enfermedades	Nom Préposition Nom
pía	4	5.48	pía	Nom
validación previo	4	5.48	validación previa	Nom Adjectif
disminución significativo	4	5.48	disminución significativa	Nom Adjectif
empresa virtual	4	5.48	empresa virtual	Nom Adjectif
respuesta inmunológica	4	5.48	respuesta inmunológica	Nom Adjectif
variedad humano	4	5.48	variedad humana___variedades humanas	Nom Adjectif
servicio de correo electrónico	4	5.48	servicio de correo electrónico	Nom Préposition Nom Adjectif
subconsumo	4	5.48	subconsumo	Nom
variedad híbrido	4	5.48	variedades híbridas	Nom Adjectif
costo inicial	4	5.48	costo inicial	Nom Adjectif
producto mundial	4	5.48	producto mundial	Nom Adjectif
kilo por hectárea	4	5.48	kilos por hectárea	Nom Préposition Nom
existencia de rendimiento	4	5.48	existencia de rendimientos	Nom Préposition Nom
grupo de información	4	5.48	grupos de información	Nom Préposition Nom
gladstone	4	5.48	gladstone	Nom
influencia ideológico	4	5.48	influencia ideológica	Nom Adjectif
justificación social	4	5.48	justificación social___justificaciones sociales	Nom Adjectif
utilización de tejido	4	5.48	utilización de tejido___utilización de tejidos	Nom Préposition Nom
bucal	4	5.48	bucal	Nom
intercambio desigual	4	5.48	intercambio desigual___intercambios desiguales	Nom Adjectif
capacidad específico	4	5.48	capacidades específicas	Nom Adjectif
hallazgo reciente	4	5.48	hallazgos recientes	Nom Adjectif
formato de edición	4	5.48	formato de edición	Nom Préposition Nom
pared intestinal	4	5.48	pared intestinal	Nom Adjectif
actividad residual	4	5.48	actividad residual	Nom Adjectif
invulnerabilidad	4	5.48	invulnerabilidad	Nom
problema de recuperación	4	5.48	problemas de recuperación	Nom Préposition Nom
dirección de transporte	4	5.48	dirección de transporte	Nom Préposition Nom
medicina clínico	4	5.48	medicina clínica	Nom Adjectif
entorno exterior	4	5.48	entorno exterior	Nom Adjectif
documento provisional	4	5.48	documentos provisionales	Nom Adjectif
volumen determinado	4	5.48	volumen determinado	Nom Adjectif
tipo americano	4	5.48	tipo americano	Nom Adjectif
inicio del desarrollo	4	5.48	inicio del desarrollo	Nom Préposition Nom
programa comercial	4	5.48	programas comerciales	Nom Adjectif
conjunto de colaborador	4	5.48	conjunto de colaboradores	Nom Préposition Nom
necesidad del usuario	4	5.48	necesidades del usuario	Nom Préposition Nom
palabra determinado	4	5.48	palabra determinada	Nom Adjectif
aplicación interactivo	4	5.48	aplicaciones interactivas	Nom Adjectif
trabajo escolar	4	5.48	trabajo escolar___trabajos escolares	Nom Adjectif
clase de operación	4	5.48	clase de operaciones	Nom Préposition Nom
estado insatisfactorio	4	5.48	estado insatisfactorio	Nom Adjectif
parámetro deseable	4	5.48	parámetros deseables	Nom Adjectif
medida cuantitativa	4	5.48	medida cuantitativa	Nom Adjectif
nivel de reutilización	4	5.48	nivel de reutilización___niveles de reutilización	Nom Préposition Nom
función único	4	5.48	función única	Nom Adjectif
travel	4	5.48	travel	Nom
aportación original	4	5.48	aportaciones originales	Nom Adjectif
lista de proveedor	4	5.48	lista de proveedores___listas de proveedores	Nom Préposition Nom
materia plástico	4	5.48	materias plásticas	Nom Adjectif
difteria	4	5.48	difteria	Nom
incremento neto	4	5.48	incremento neto___incrementos netos	Nom Adjectif
investigación en ética|ético	4	5.48	investigación en ética	Nom Préposition Nom
concentración de ozono troposférico	4	5.48	concentraciones de ozono troposférico	Nom Préposition Nom Adjectif
serie de reacción	4	5.48	serie de reacciones	Nom Préposition Nom
objetivo de reutilización	4	5.48	objetivos de reutilización	Nom Préposition Nom
talento artístico	4	5.48	talento artístico	Nom Adjectif
dosis letales	4	5.48	dosis letales	Nom Adjectif
tipo de etiqueta	4	5.48	tipo de etiquetas___tipos de etiquetas	Nom Préposition Nom
riesgo químico	4	5.48	riesgos químicos	Nom Adjectif
inversión óptimo	4	5.48	inversión óptima___inversión óptimas	Nom Adjectif
procedimiento terapéuticos	4	5.48	procedimientos terapéuticos	Nom Nom
etapa temprano	4	5.48	etapa temprana___etapas tempranas	Nom Adjectif
consecuencia del ejercicio	4	5.48	consecuencia del ejercicio	Nom Préposition Nom
eutanasia del rentista	4	5.48	eutanasia del rentista	Nom Préposition Nom
disfunción renal	4	5.48	disfunción renal	Nom Nom
mapeado	4	5.48	mapeado	Nom
sistema de complemento	4	5.48	sistema de complemento	Nom Préposition Nom
forma esporádico	4	5.48	forma esporádica	Nom Adjectif
resto del cuerpo	4	5.48	resto del cuerpo	Nom Préposition Nom
instrumento de aceptación	4	5.48	instrumento de aceptación___instrumentos de aceptación	Nom Préposition Nom
passu	4	5.48	passu	Nom
parte respectivo	4	5.48	parte respectiva___partes respectivas	Nom Adjectif
línea especializado	4	5.48	línea especializada___líneas especializadas	Nom Adjectif
colchón de aire	4	5.48	colchones de aire	Nom Préposition Nom
naturaleza del medio	4	5.48	naturaleza del medio	Nom Préposition Nom
reaprovechamiento	4	5.48	reaprovechamiento	Nom
necesidad total	4	5.48	necesidades totales	Nom Adjectif
tipo de medicina	4	5.48	tipo de medicinas	Nom Préposition Nom
biota	4	5.48	biota	Nom
variación grande	4	5.48	variación mayor___variaciones mayores	Nom Adjectif
condición de introducción	4	5.48	condiciones de introducción	Nom Préposition Nom
regla general	40	5.47	regla general___reglas generales	Nom Adjectif
enfermedad cardiovascular	13	5.47	enfermedad cardiovascular___enfermedades cardiovasculares	Nom Adjectif
hábito	46	5.47	hábito___hábitos	Nom
ave	52	5.47	ave___aves	Nom
especialista	54	5.46	especialista___especialistas	Nom
revestimiento	9	5.45	revestimiento	Nom
sistema económico	32	5.44	sistema económico	Nom Adjectif
popularidad	20	5.44	popularidad	Nom
museo	23	5.44	museo___museos	Nom
factor productivo	10	5.43	factores productivos	Nom Adjectif
autodestrucción	10	5.43	autodestrucción	Nom
caja de ahorro	10	5.43	caja de ahorros___cajas de ahorros	Nom Préposition Nom
tipo de respuesta	10	5.43	tipo de respuesta___tipo de respuestas	Nom Préposition Nom
interés considerable	5	5.42	interés considerable	Nom Adjectif
forma único	5	5.42	forma única	Nom Adjectif
amarillo	5	5.42	amarillo	Nom
automóvil antiguo	5	5.42	automóvil antiguo___automóviles antiguos	Nom Adjectif
sistema de base	5	5.42	sistema de base___sistema de bases	Nom Préposition Nom
predadores	5	5.42	predadores	Nom
vida salvaje	5	5.42	vida salvaje	Nom Adjectif
volumen de transacción	5	5.42	volumen de transacciones___volúmenes de transacciones	Nom Préposition Nom
dentro	5	5.42	dentro	Nom
comunidad médico	5	5.42	comunidad médica	Nom Adjectif
documento completo	5	5.42	documento completo___documentos completos	Nom Adjectif
tratamiento preventivo	5	5.42	tratamiento preventivo___tratamientos preventivos	Nom Adjectif
falla	5	5.42	fallas	Nom
ejemplo sencillo	5	5.42	ejemplo sencillo	Nom Adjectif
masa muscular	5	5.42	masa muscular___masas musculares	Nom Adjectif
bosquejo	5	5.42	bosquejo	Nom
ensayo genético	5	5.42	ensayo genético___ensayos genéticos	Nom Adjectif
combinación posible	5	5.42	combinaciones posibles	Nom Adjectif
tipo de experimento	5	5.42	tipo de experimento___tipo de experimentos___tipos de experimentos	Nom Préposition Nom
uso total	5	5.42	uso total	Nom Adjectif
ley del estado	5	5.42	ley del estado___leyes del estado	Nom Préposition Nom
obstáculo técnico	12	5.4	obstáculos técnicos	Nom Adjectif
peso	157	5.4	peso___pesos	Nom
país exportador	15	5.4	países exportadores	Nom Adjectif
cantidad de tiempo	12	5.4	cantidad de tiempo	Nom Préposition Nom
incremento	189	5.38	incremento___incrementos	Nom
válvula	14	5.38	válvula___válvulas	Nom
edad	229	5.37	edad___edades	Nom
fauna	28	5.36	fauna	Nom
remitente	11	5.34	remitente	Nom
gama de instrumento	8	5.33	gama de instrumentos	Nom Préposition Nom
forma exacto	8	5.33	forma exacta	Nom Adjectif
convertidor	8	5.33	convertidor	Nom
manera automático	8	5.33	manera automática	Nom Adjectif
grupo principal	8	5.33	grupo principal___grupos principales	Nom Adjectif
limbo	8	5.33	limbo	Nom
canción	15	5.32	canción___canciones	Nom
sigla	15	5.32	siglas	Nom
inglés	69	5.3	inglés___inglesas	Nom
fabricación de producto	10	5.29	fabricación de productos	Nom Préposition Nom
solapamiento	12	5.29	solapamiento	Nom
nivel de actividad	9	5.28	nivel de actividad___niveles de actividad	Nom Préposition Nom
pieza	65	5.28	pieza___piezas	Nom
palanca	19	5.26	palanca	Nom
comportamiento sexual	7	5.25	comportamiento sexual	Nom Adjectif
altruismo	6	5.25	altruismo	Nom
parte izquierdo	7	5.25	parte izquierda	Nom Adjectif
reunión ordinario	6	5.25	reunión ordinaria___reuniones ordinarias	Nom Adjectif
valoración económico	6	5.25	valoración económica	Nom Adjectif
escala paneuropea	6	5.25	escala paneuropea	Nom Adjectif
desarrollo completo	6	5.25	desarrollo completo	Nom Adjectif
alambre	7	5.25	alambre___alambres	Nom
rasgo general	6	5.25	rasgo general___rasgos generales	Nom Adjectif
respiratorios	7	5.25	respiratorios	Nom
sistema de refrigeración	7	5.25	sistema de refrigeración___sistemas de refrigeración	Nom Préposition Nom
forma económico	6	5.25	forma económica___formas económicas	Nom Adjectif
tratamiento eficaz	7	5.25	tratamiento eficaz___tratamientos eficaces	Nom Adjectif
usuario potencial	6	5.25	usuario potencial___usuarios potenciales	Nom Adjectif
opción viable	6	5.25	opción viable	Nom Adjectif
sordera	7	5.25	sordera	Nom
objetivo del proyecto	6	5.25	objetivos del proyecto	Nom Préposition Nom
lavavajillas	6	5.25	lavavajillas	Nom
superficie terrestre	6	5.25	superficie terrestre	Nom Adjectif
concentración grande	6	5.25	concentración mayor___concentración máxima___concentraciones máximas	Nom Adjectif
herramienta de comunicación	6	5.25	herramienta de comunicación___herramienta de comunicaciones	Nom Préposition Nom
final del periodo	6	5.25	final del periodo	Nom Préposition Nom
punto verde	6	5.25	punto verde	Nom Adjectif
subestimación	6	5.25	subestimación	Nom
regla de procedimiento	6	5.25	reglas de procedimiento	Nom Préposition Nom
médico de familia	6	5.25	médico de familia	Nom Préposition Nom
discusión anterior	6	5.25	discusión anterior___discusiones anteriores	Nom Adjectif
cerradura	6	5.25	cerradura___cerraduras	Nom
iniciativa voluntario	6	5.25	iniciativa voluntaria___iniciativas voluntarias	Nom Adjectif
concentración de nitrato	6	5.25	concentraciones de nitratos	Nom Préposition Nom
línea de defensa	6	5.25	línea de defensa	Nom Préposition Nom
performance	6	5.25	performance	Nom
existencia de diferencia	7	5.25	existencia de diferencias	Nom Préposition Nom
alargamiento	6	5.25	alargamiento	Nom
ensayo en animal	6	5.25	ensayos en animales	Nom Préposition Nom
benchmarks	6	5.25	benchmarks	Nom
fibrosis cística	6	5.25	fibrosis cística	Nom Adjectif
construcción de instalación	6	5.25	construcción de instalaciones	Nom Préposition Nom
encuadre	6	5.25	encuadre	Nom
emisión global	6	5.25	emisiones globales	Nom Adjectif
grupo familiar	6	5.25	grupo familiar___grupos familiares	Nom Adjectif
bachillerato	7	5.25	bachillerato	Nom
período del año	7	5.25	período del año	Nom Préposition Nom
destrucción	149	5.24	destrucción	Nom
comprador	33	5.23	comprador___compradora___compradoras	Nom
magnitud	76	5.21	magnitud	Nom
mosaico	16	5.21	mosaico	Nom
elevación	24	5.2	elevación	Nom
e-mail	12	5.19	e-mail	Nom
detalle	235	5.18	detalle___detalles	Nom
frase	107	5.18	frase___frases	Nom
cartón	10	5.16	cartón	Nom
número de producto	10	5.16	número de productos	Nom Préposition Nom
período de negociación	8	5.15	período de negociación	Nom Préposition Nom
número de vuelo	8	5.15	número de vuelo___números de vuelo	Nom Préposition Nom
forma normal	8	5.15	forma normal	Nom Adjectif
seguida	8	5.15	seguida	Nom
característica principal	8	5.15	característica principal___características principales	Nom Adjectif
grupo diferente	8	5.15	grupo diferente___grupos diferentes	Nom Adjectif
proeza	8	5.15	proeza	Nom
herramienta de trabajo	8	5.15	herramienta de trabajo___herramientas de trabajo	Nom Préposition Nom
función necesario	3	5.14	función necesaria___funciones necesarias	Nom Adjectif
genes causal	3	5.14	genes causales	Nom Adjectif
sistema biológico	3	5.14	sistemas biológicos	Nom Adjectif
alelos principal	3	5.14	alelos principales	Nom Adjectif
cromosoma de célula	3	5.14	cromosoma de células___cromosomas de células	Nom Préposition Nom
población ideal	3	5.14	población ideal___poblaciones ideales	Nom Adjectif
nuestro árbol	3	5.14	nuestro árbol	Nom Nom
membrana exterior	3	5.14	membrana exterior	Nom Adjectif
condición fisiológico	3	5.14	condición fisiológica___condiciones fisiológicas	Nom Adjectif
covalente	3	5.14	covalente	Nom
deleción del gen	3	5.14	deleción del gen	Nom Préposition Nom
orden de ramificación	3	5.14	orden de ramificación	Nom Préposition Nom
forma distinto	16	5.14	forma distinta___formas distintas	Nom Adjectif
clonación génica	3	5.14	clonación génica	Nom Adjectif
efecto del ambiente	3	5.14	efectos del ambiente	Nom Préposition Nom
hipotálamo de rata	3	5.14	hipotálamo de rata	Nom Préposition Nom
experimento posterior	3	5.14	experimentos posteriores	Nom Adjectif
número constante	3	5.14	número constante	Nom Adjectif
triploide	3	5.14	triploide	Nom
variedad de sustancia	3	5.14	variedad de sustancias	Nom Préposition Nom
meiosis informativo	3	5.14	meiosis informativas	Nom Adjectif
máquina potente	3	5.14	máquina potente___máquinas potentes	Nom Adjectif
material familiar	3	5.14	material familiar	Nom Adjectif
proteína séricas	3	5.14	proteínas séricas	Nom Adjectif
tratamiento radical	3	5.14	tratamiento radical	Nom Adjectif
máquina molecular	3	5.14	máquina molecular___máquinas moleculares	Nom Adjectif
escarceos	3	5.14	escarceos	Nom
clase de anticuerpo	3	5.14	clases de anticuerpo___clases de anticuerpos	Nom Préposition Nom
mutación nuevo	3	5.14	mutaciones nuevas	Nom Adjectif
célula somáticas normal	3	5.14	células somáticas normales	Nom Adjectif Adjectif
huevo fecundados	3	5.14	huevos fecundados	Nom Adjectif
neuropatía óptico hereditaria	3	5.14	neuropatía óptica hereditaria	Nom Adjectif Adjectif
cromosoma portador	3	5.14	cromosoma portador	Nom Adjectif
enfermedad autosómica dominante	3	5.14	enfermedad autosómica dominante	Nom Adjectif Adjectif
lotus	3	5.14	lotus	Nom
tipo celular diferente	3	5.14	tipos celulares diferentes	Nom Adjectif Adjectif
maquinaria de transcripción	3	5.14	maquinaria de transcripción	Nom Préposition Nom
segmento lineal	3	5.14	segmentos lineales	Nom Adjectif
haz de rayo	3	5.14	haz de rayos	Nom Préposition Nom
melanoma maligno	3	5.14	melanoma maligno	Nom Adjectif
herramienta del futuro	3	5.14	herramienta del futuro___herramientas del futuro	Nom Préposition Nom
iones de sodio	3	5.14	iones de sodio	Nom Préposition Nom
tipo de plásmido	3	5.14	tipo de plásmido	Nom Préposition Nom
embrión en desarrollo	3	5.14	embrión en desarrollo	Nom Préposition Nom
técnica citogenéticas	3	5.14	técnicas citogenéticas	Nom Adjectif
contenido energético	3	5.14	contenido energético	Nom Adjectif
hipotálamo anterior	3	5.14	hipotálamo anterior	Nom Adjectif
colección específico	3	5.14	colección específica	Nom Adjectif
fetal	3	5.14	fetal	Nom
aspecto del menú	3	5.14	aspecto del menú___aspectos del menú	Nom Préposition Nom
variación posible	3	5.14	variaciones posibles	Nom Adjectif
cliente local	3	5.14	cliente local	Nom Adjectif
aparato bucal	3	5.14	aparato bucal	Nom Nom
estudio del genoma	3	5.14	estudio del genoma	Nom Préposition Nom
programa de servidor	3	5.14	programa de servidor	Nom Préposition Nom
solapación	3	5.14	solapación	Nom
lectura del código	3	5.14	lectura del código	Nom Préposition Nom
aberración genético	3	5.14	aberraciones genéticas	Nom Adjectif
secuencia aminoacídica	3	5.14	secuencia aminoacídica	Nom Adjectif
ingeniero de camino	3	5.14	ingeniero de caminos___ingenieros de caminos	Nom Préposition Nom
investigador del campo	3	5.14	investigadores del campo	Nom Préposition Nom
displasia	3	5.14	displasia	Nom
constante de generación	3	5.14	constantes de generación	Nom Préposition Nom
mutación constitucional	3	5.14	mutación constitucional___mutaciones constitucionales	Nom Adjectif
comportamiento del sistema	3	5.14	comportamiento del sistema	Nom Préposition Nom
contexto de mejora	3	5.14	contexto de mejora	Nom Préposition Nom
suspensión de célula	3	5.14	suspensión de células___suspensiones de células	Nom Préposition Nom
alteración molecular	3	5.14	alteraciones moleculares	Nom Adjectif
plásmidos de manera	3	5.14	plásmidos de manera	Nom Préposition Nom
nuestro lado	3	5.14	nuestro lado	Nom Nom
célula progenitora	3	5.14	célula progenitora	Nom Nom
longitud crítico	3	5.14	longitud crítica	Nom Adjectif
caenorhabditis elegans	3	5.14	caenorhabditis elegans	Nom Adjectif
arn polimerasa	3	5.14	arn polimerasa	Nom Adjectif
molécula diana	3	5.14	moléculas diana	Nom Nom
reorganización del citoesqueleto	3	5.14	reorganización del citoesqueleto	Nom Préposition Nom
estudio neuroanatómicos	3	5.14	estudios neuroanatómicos	Nom Adjectif
aparición prematuro	3	5.14	aparición prematura	Nom Adjectif
primate	3	5.14	primate	Nom
señal oscilante	3	5.14	señal oscilante	Nom Adjectif
invariabilidad	3	5.14	invariabilidad	Nom
conjunto de señal	3	5.14	conjunto de señales	Nom Préposition Nom
genes en cultivo celular	3	5.14	genes en cultivos celulares	Nom Préposition Nom Adjectif
cancerosos	3	5.14	cancerosos	Nom
tomografía	3	5.14	tomografía	Nom
especificidad del anticuerpo	3	5.14	especificidad del anticuerpo	Nom Préposition Nom
dna genómico humano	3	5.14	dna genómico humano	Nom Adjectif Adjectif
canal central	3	5.14	canal central	Nom Adjectif
nuestro entorno	3	5.14	nuestro entorno	Nom Nom
servicio de aplicación	3	5.14	servicios de aplicación___servicios de aplicaciones	Nom Préposition Nom
muestra de dna genómico	3	5.14	muestras de dna genómico	Nom Préposition Nom Adjectif
actividad eléctrico	3	5.14	actividad eléctrica	Nom Adjectif
naturaleza bioquímica	3	5.14	naturaleza bioquímica	Nom Nom
retinianas	3	5.14	retinianas	Nom
drepanocitosis	3	5.14	drepanocitosis	Nom
mercado interbancario	3	5.14	mercado interbancario	Nom Adjectif
administración del estado	3	5.14	administración del estado	Nom Préposition Nom
agente citotóxicos	3	5.14	agentes citotóxicos	Nom Adjectif
factor de crecimiento neuronal	3	5.14	factor de crecimiento neuronal	Nom Préposition Nom Adjectif
asincronía	3	5.14	asincronía	Nom
análisis bioquímicos	3	5.14	análisis bioquímicos	Nom Adjectif
institución de inversión	3	5.14	instituciones de inversión	Nom Préposition Nom
mapeados	3	5.14	mapeados	Nom
ganglio torácico	3	5.14	ganglio torácico	Nom Adjectif
porción de proteína	3	5.14	porción de proteína___porciones de proteínas	Nom Préposition Nom
proteína eag	3	5.14	proteína eag	Nom Nom
serie complejo	3	5.14	serie compleja	Nom Adjectif
frecuencia de portador	3	5.14	frecuencia de portadores	Nom Préposition Nom
pérdida de material	3	5.14	pérdida de material	Nom Préposition Nom
descripción clínico	3	5.14	descripciones clínicas	Nom Adjectif
degradación enzimática	3	5.14	degradación enzimática	Nom Adjectif
deleción del cromosoma	3	5.14	deleción del cromosoma	Nom Préposition Nom
diana presente	3	5.14	diana presente___diana presentes	Nom Adjectif
separador	3	5.14	separador___separadores	Nom
forma del gen	3	5.14	forma del gen___formas del gen	Nom Préposition Nom
elaboración de macro	3	5.14	elaboración de macros	Nom Préposition Nom
vsd	3	5.14	vsd	Nom
gen principal	3	5.14	gen principal	Nom Adjectif
defensa antioxidantes	3	5.14	defensas antioxidantes	Nom Adjectif
hidroxilasa	3	5.14	hidroxilasa	Nom
distribución similar	3	5.14	distribución similar	Nom Adjectif
pigmentación	3	5.14	pigmentación	Nom
mutación adicional	3	5.14	mutaciones adicionales	Nom Adjectif
consumo correspondiente	3	5.14	consumo correspondiente	Nom Adjectif
alelos individual	3	5.14	alelos individuales	Nom Adjectif
interacción mutuo	3	5.14	interacción mutua___interacciones mutuas	Nom Adjectif
conjunto de instrucción	3	5.14	conjunto de instrucciones	Nom Préposition Nom
conjunto de número	3	5.14	conjunto de números	Nom Préposition Nom
rasgo hereditario	3	5.14	rasgo hereditario	Nom Adjectif
letalidad	3	5.14	letalidad	Nom
genotipo heterocigótico	3	5.14	genotipo heterocigótico	Nom Adjectif
defecto del tabique	3	5.14	defecto del tabique___defectos del tabique	Nom Préposition Nom
carácter recesivo simple	3	5.14	carácter recesivo simple	Nom Adjectif Adjectif
degradación excesivo	3	5.14	degradación excesiva	Nom Adjectif
inserción del gen	3	5.14	inserción del gen	Nom Préposition Nom
aislamiento del dna	3	5.14	aislamiento del dna	Nom Préposition Nom
distribución de genotipos	3	5.14	distribución de genotipos___distribuciones de genotipos	Nom Préposition Nom
conjunto principal	3	5.14	conjunto principal___conjuntos principales	Nom Adjectif
red de genes	3	5.14	redes de genes	Nom Préposition Nom
gen del grupo	3	5.14	gen del grupo	Nom Préposition Nom
presencia del trastorno	3	5.14	presencia del trastorno	Nom Préposition Nom
método usual	3	5.14	método usual	Nom Adjectif
análisis de dna	3	5.14	análisis de dna	Nom Préposition Nom
clonar grande	3	5.14	clonar grandes	Nom Adjectif
cromosoma anormal	3	5.14	cromosoma anormal___cromosomas anormales	Nom Adjectif
control del crecimiento	3	5.14	control del crecimiento	Nom Préposition Nom
mutación favorable	3	5.14	mutaciones favorables	Nom Adjectif
corte genético	3	5.14	corte genético	Nom Adjectif
patrón masculino	3	5.14	patrón masculino___patrones masculinos	Nom Adjectif
fracción de dna	3	5.14	fracción de dna	Nom Préposition Nom
estado del tiempo	3	5.14	estado del tiempo	Nom Préposition Nom
gen celular	3	5.14	gen celular	Nom Adjectif
descendiente heterocigotos	3	5.14	descendientes heterocigotos	Nom Adjectif
brazo del cromosoma	3	5.14	brazos del cromosoma	Nom Préposition Nom
extremo derecho	3	5.14	extremo derecho	Nom Adjectif
gen distinto	3	5.14	gen distinto	Nom Adjectif
cigotos	3	5.14	cigotos	Nom
resto de edad	3	5.14	resto de edades	Nom Préposition Nom
ruta del glicerato	3	5.14	ruta del glicerato	Nom Préposition Nom
enfermedad autosómica recesiva	3	5.14	enfermedad autosómica recesiva	Nom Adjectif Adjectif
licitación oficial	3	5.14	licitación oficial	Nom Adjectif
requerimiento absoluto	3	5.14	requerimiento absoluto	Nom Adjectif
carácter determinado	3	5.14	carácter determinado___caracteres determinados	Nom Adjectif
gen correcto	3	5.14	gen correcto	Nom Adjectif
fenotipo distinto	3	5.14	fenotipos distintos	Nom Adjectif
aldehído	3	5.14	aldehído	Nom
terabytes	3	5.14	terabytes	Nom
microorganismos capaz	3	5.14	microorganismos capaces	Nom Adjectif
cáncer de colon familiar	3	5.14	cáncer de colon familiar	Nom Préposition Nom Adjectif
etapa tardío	3	5.14	etapa tardía___etapas tardías	Nom Adjectif
átomo de carbonos	3	5.14	átomos de carbonos	Nom Préposition Nom
variedad de microorganismos	3	5.14	variedad de microorganismos	Nom Préposition Nom
candida	3	5.14	candida	Nom
inmunología básico	3	5.14	inmunología básica	Nom Adjectif
trastorno cerebral	3	5.14	trastornos cerebrales	Nom Adjectif
construcción del mapa	3	5.14	construcción del mapa	Nom Préposition Nom
image &rsqb	3	5.14	image &rsqb	Nom Nom
methylotrophus	3	5.14	methylotrophus	Nom
inversión pericéntrica	3	5.14	inversión pericéntrica	Nom Adjectif
secuenciador	3	5.14	secuenciador	Nom
tensión de oxígeno	3	5.14	tensión de oxígeno	Nom Préposition Nom
especulación en torno	3	5.14	especulación en torno___especulaciones en torno	Nom Préposition Nom
compañía inglés	3	5.14	compañía inglesa	Nom Adjectif
ventricular septal	3	5.14	ventricular septal	Nom Nom
monje austríaco	3	5.14	monje austríaco	Nom Adjectif
población asiático	3	5.14	poblaciones asiáticas	Nom Adjectif
volumen de contratación	3	5.14	volumen de contratación___volúmenes de contratación	Nom Préposition Nom
biólogos del desarrollo	3	5.14	biólogos del desarrollo	Nom Préposition Nom
rata adulto	3	5.14	rata adulta___ratas adultas	Nom Adjectif
distancia genético	3	5.14	distancia genética___distancias genéticas	Nom Adjectif
componente molecular	3	5.14	componentes moleculares	Nom Adjectif
decena de febrero	3	5.14	decena de febrero	Nom Préposition Nom
papel estructural	3	5.14	papel estructural	Nom Adjectif
inserción de dna	3	5.14	inserción de dna	Nom Préposition Nom
menesterosidad	3	5.14	menesterosidad	Nom
cromosoma eucarióticos	3	5.14	cromosomas eucarióticos	Nom Adjectif
derecho catalán	3	5.14	derecho catalán	Nom Adjectif
